Name of the table	ORPHA number	Disease label	MIM code
PatRef	90349	Autosomal recessive cutis laxa type 1	219100
PatRef	90350	Autosomal recessive cutis laxa type 2	219200
PatRef	90350	Autosomal recessive cutis laxa type 2	612940
PatRef	90368	Hypotrichosis simplex of the scalp	146520
PatRef	90625	X-linked nonsyndromic sensorineural deafness type DFN	300030
PatRef	90625	X-linked nonsyndromic sensorineural deafness type DFN	300066
PatRef	90625	X-linked nonsyndromic sensorineural deafness type DFN	304500
PatRef	90625	X-linked nonsyndromic sensorineural deafness type DFN	304590
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	124900
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	600101
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	600652
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	600965
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	600994
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601316
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601317
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601369
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601412
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601543
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601544
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	601868
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	602459
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	603622
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	603964
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	604717
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	605192
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	605583
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	606012
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	606282
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	606346
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	606451
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	606705
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	607017
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	607197
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	607453
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	607683
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	607841
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	608224
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	608372
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	608394
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	608641
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	608645
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	608652
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	609965
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	612431
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	612642
PatRef	90635	Autosomal dominant nonsyndromic sensorineural deafness type DFNA	613074
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	220290
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	220700
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	600060
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	600316
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	600791
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	600792
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	600971
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	600974
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	601071
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	601072
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	601386
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	601869
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	602092
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	603010
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	603098
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	603629
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	603678
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	603720
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	604060
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	604943
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	605316
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	605428
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	605608
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	605818
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	607039
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	607084
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	607101
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	607239
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	607821
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	608219
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	608264
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	608265
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	608565
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	608653
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609006
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609439
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609533
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609646
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609647
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609706
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609823
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609941
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609946
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	609952
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610143
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610153
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610154
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610212
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610220
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610248
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610265
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	610419
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	611022
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	611451
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	611918
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	612433
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	612643
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	612644
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	612645
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	612789
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	613079
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	613285
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	613307
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	613391
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	613392
PatRef	90636	Autosomal recessive nonsyndromic sensorineural deafness type DFNB	613453
PatRef	90641	Nonsyndromic mitochondrial sensorineural deafness	221745
PatRef	90641	Nonsyndromic mitochondrial sensorineural deafness	500008
PatRef	90646	Deafness - hypogonadism	304350
PatRef	90647	Jervell and Lange-Nielsen syndrome	220400
PatRef	90647	Jervell and Lange-Nielsen syndrome	612347
PatRef	90649	Oral-facial-digital syndrome type 7	608518
PatRef	90650	Otopalatodigital syndrome type 1	311300
PatRef	90652	Otopalatodigital syndrome type 2	304120
PatRef	90653	Stickler syndrome type 1	108300
PatRef	90654	Stickler syndrome type 2	604841
PatRef	90658	Charcot-Marie-Tooth disease type 1E	118300
PatRef	91130	Cardiomyopathy - hypotonia - lactic acidosis	610773
PatRef	91131	CDG syndrome type Im	610768
PatRef	91132	Hypotrichosis - congenital ichthyosis	610765
PatRef	91134	Osteogenesis imperfecta - shortened long bones - white sclerae	610915
PatRef	91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	610842
PatRef	91138	Mixed cryoglobulinemia	123550
PatRef	91356	Isolated ACTH deficiency	201400
PatRef	91359	Chronic pneumonitis of infancy	265120
PatRef	91359	Chronic pneumonitis of infancy	610913
PatRef	91359	Chronic pneumonitis of infancy	610921
PatRef	91378	Hereditary angioedema	106100
PatRef	91378	Hereditary angioedema	610618
PatRef	91387	Familial thoracic aortic aneurysm	132900
PatRef	91387	Familial thoracic aortic aneurysm	607086
PatRef	91387	Familial thoracic aortic aneurysm	607087
PatRef	91387	Familial thoracic aortic aneurysm	611788
PatRef	91396	Isolated cryptophthalmia	123570
PatRef	91411	Congenital ptosis	178300
PatRef	91411	Congenital ptosis	300245
PatRef	91412	Marcus-Gunn syndrome	154600
PatRef	91413	Congenital Horner syndrome	143000
PatRef	91414	Pilomatrixoma	132600
PatRef	91415	Familial capillary hemangioma	602089
PatRef	91416	Isolated congenital alacrima	103420
PatRef	91416	Isolated congenital alacrima	601549
PatRef	91481	Ring dermoid of cornea	180550
PatRef	91483	Rieger-Axenfeld anomaly	137600
PatRef	91483	Rieger-Axenfeld anomaly	601631
PatRef	91483	Rieger-Axenfeld anomaly	602482
PatRef	91489	Isolated congenital megalocornea	249300
PatRef	91489	Isolated congenital megalocornea	309300
PatRef	91490	Isolated congenital sclerocornea	181700
PatRef	91490	Isolated congenital sclerocornea	269400
PatRef	91492	Non-syndromic congenital cataract	115700
PatRef	91492	Non-syndromic congenital cataract	115900
PatRef	91492	Non-syndromic congenital cataract	601286
PatRef	91492	Non-syndromic congenital cataract	604219
PatRef	91492	Non-syndromic congenital cataract	605728
PatRef	91492	Non-syndromic congenital cataract	607133
PatRef	91492	Non-syndromic congenital cataract	610019
PatRef	91494	Macular coloboma - cleft palate - hallux valgus	216800
PatRef	91495	Persistent hyperplastic primary vitreous	611308
PatRef	91495	Persistent hyperplastic primary vitreous	611311
PatRef	91496	Snowflake vitreoretinal degeneration	193230
PatRef	91497	Vitreoretinochoroidopathy - microcornea - glaucoma - cataract	193220
PatRef	91498	Familial congenital palsy of trochlear nerve	136480
PatRef	91500	Tubulointerstitial nephritis and uveitis syndrome	607665
PatRef	92050	Intestinal epithelial dysplasia	613217
PatRef	93111	Renal-diabetes MODY5 syndrome	137920
PatRef	93160	Hypocalcemic rickets	264700
PatRef	93160	Hypocalcemic rickets	277440
PatRef	93160	Hypocalcemic rickets	600081
PatRef	93160	Hypocalcemic rickets	600785
PatRef	93213	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis	613237
PatRef	93217	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	249660
PatRef	93217	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	256370
PatRef	93217	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	610725
PatRef	93256	Fragile X-associated tremor/ataxia syndrome	300623
PatRef	93262	Crouzon syndrome - acanthosis nigricans	612247
PatRef	93267	Cloverleaf skull - multiple congenital anomalies	607161
PatRef	93268	Short rib-polydactyly syndrome, Beemer-Langer type	269860
PatRef	93269	Short rib-polydactyly syndrome, Majewski type	263520
PatRef	93270	Short rib-polydactyly syndrome, Saldino-Noonan type	263530
PatRef	93271	Short rib-polydactyly syndrome, Verma-Naumoff type	263510
PatRef	93274	Thanatophoric dwarfism type II	156830
PatRef	93274	Thanatophoric dwarfism type II	187601
PatRef	93275	Thanatophoric dysplasia, Glasgow variant	273680
PatRef	93276	Polyostotic fibrous dysplasia	174800
PatRef	93279	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	604864
PatRef	93280	Spondyloepiphyseal dysplasia, Omani type	608637
PatRef	93282	Spondyloepiphyseal dysplasia, Pakistani type	612847
PatRef	93283	Spondyloepiphyseal dysplasia, Kimberley type	608361
PatRef	93284	Spondyloepiphyseal dysplasia tarda	184100
PatRef	93284	Spondyloepiphyseal dysplasia tarda	271600
PatRef	93284	Spondyloepiphyseal dysplasia tarda	271620
PatRef	93284	Spondyloepiphyseal dysplasia tarda	313400
PatRef	93284	Spondyloepiphyseal dysplasia tarda	600093
PatRef	93284	Spondyloepiphyseal dysplasia tarda	609223
PatRef	93293	Okihiro syndrome	607323
PatRef	93297	Hypochondrogenesis	200610
PatRef	93301	Brachyolmia type 1, Hobaek type	271530
PatRef	93302	Brachyolmia type 2	184095
PatRef	93303	Brachyolmia type 1, Toledo type	271630
PatRef	93304	Brachyolmia type 3	113500
PatRef	93307	Multiple epiphyseal dysplasia type 4	226900
PatRef	93308	Multiple epiphyseal dysplasia type 1	132400
PatRef	93311	Multiple epiphyseal dysplasia type 5	607078
PatRef	93314	Spondylometaphyseal dysplasia, Kozlowski type	184252
PatRef	93315	Spondylometaphyseal dysplasia, 'corner fracture' type	184255
PatRef	93316	Spondylometaphyseal dysplasia, Schmidt type	184253
PatRef	93317	Spondylometaphyseal dysplasia, Sedaghatian type	250220
PatRef	93322	Tibial hemimelia	275220
PatRef	93324	Autosomal recessive Kenny-Caffey syndrome	244460
PatRef	93325	Autosomal dominant Kenny-Caffey syndrome	127000
PatRef	93328	Autosomal dominant omodysplasia	164745
PatRef	93329	Autosomal recessive omodysplasia	258315
PatRef	93333	Pelviscapular dysplasia	260660
PatRef	93334	Polydactyly postaxial type A	174200
PatRef	93334	Polydactyly postaxial type A	602085
PatRef	93334	Polydactyly postaxial type A	607324
PatRef	93334	Polydactyly postaxial type A	608562
PatRef	93335	Polydactyly postaxial type B	174200
PatRef	93336	Polydactyly of a triphalangeal thumb	174500
PatRef	93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	184250
PatRef	93347	Anauxetic dysplasia	607095
PatRef	93349	X-linked spondyloepimetaphyseal dysplasia	300106
PatRef	93351	Spondyloepimetaphyseal dysplasia, Irapa type	271650
PatRef	93352	Spondyloepimetaphyseal dysplasia, Shohat type	602557
PatRef	93356	Spondyloepimetaphyseal dysplasia, Missouri type	602111
PatRef	93357	SPONASTRIME dysplasia	271510
PatRef	93358	Spondyloepimetaphyseal dysplasia - short limb - abnormal calcification	271665
PatRef	93359	Spondyloepimetaphyseal dysplasia - joint laxity	271640
PatRef	93360	Spondyloepimetaphyseal dysplasia - multiple dislocations	603546
PatRef	93382	Brachydactyly type A6	112910
PatRef	93383	Brachydactyly type B	113000
PatRef	93384	Brachydactyly type C	113100
PatRef	93385	Brachydactyly type D	113200
PatRef	93387	Brachydactyly type E	113300
PatRef	93387	Brachydactyly type E	613382
PatRef	93388	Brachydactyly type A1	112500
PatRef	93388	Brachydactyly type A1	607004
PatRef	93389	Brachydactyly type A5	112900
PatRef	93393	Brachydactyly type A3	112700
PatRef	93394	Brachydactyly type A4	112800
PatRef	93395	Ballard syndrome	112440
PatRef	93396	Brachydactyly type A2	112600
PatRef	93399	Juvenile sialidosis type 2	256550
PatRef	93400	Congenital sialidosis type 2	256550
PatRef	93402	Syndactyly type 1	185900
PatRef	93402	Syndactyly type 1	609815
PatRef	93403	Syndactyly type 2	186000
PatRef	93403	Syndactyly type 2	608180
PatRef	93403	Syndactyly type 2	610234
PatRef	93404	Syndactyly type 3	186100
PatRef	93405	Syndactyly type 4	186200
PatRef	93406	Syndactyly type 5	186300
PatRef	93409	Brachydactyly-syndactyly, Zhao type	610713
PatRef	93473	Hurler syndrome	607014
PatRef	93474	Scheie syndrome	607016
PatRef	93476	Hurler-Scheie syndrome	607015
PatRef	93559	C3 deposition glomerulonephritis without proliferation	610984
PatRef	93560	Apolipoprotein AI amyloidosis	107680
PatRef	93571	Membranoproliferative glomerulonephritis type 2	609814
PatRef	93575	Atypical hemolytic uremic syndrome with C3 anomaly	612925
PatRef	93576	Atypical hemolytic uremic with MCP/CD46 anomaly	612922
PatRef	93578	Atypical hemolytic uremic syndrome with B factor anomaly	612924
PatRef	93579	Atypical hemolytic uremic syndrome with H factor anomaly	235400
PatRef	93579	Atypical hemolytic uremic syndrome with H factor anomaly	609814
PatRef	93580	Atypical hemolytic uremic syndrome with I factor anomaly	612923
PatRef	93581	Atypical hemolytic uremic syndrome with antibody anti-factor H	235400
PatRef	93583	Congenital thrombotic thrombocytopenic purpura due to ADAMTS-13 deficiency	274150
PatRef	93592	Juvenile autosomal recessive medullary cystic kidney disease	611498
PatRef	93598	Alanine-glyoxylate aminotransferase deficiency	259900
PatRef	93599	D-glycerate dehydrogenase deficiency	260000
PatRef	93601	Xanthinuria type I	278300
PatRef	93602	Xanthinuria type II	603592
PatRef	93604	Antenatal Bartter syndrome	241200
PatRef	93604	Antenatal Bartter syndrome	601678
PatRef	93605	Classic Bartter syndrome	607364
PatRef	93607	Proximal renal tubular acidosis with ocular abnormalities and intellectual deficit	604278
PatRef	93616	Hemoglobin H disease	300448
PatRef	93921	Neurofibromatosis type 3	162091
PatRef	93921	Neurofibromatosis type 3	162260
PatRef	93928	Epispadias	600057
PatRef	93929	Cloacal exstrophy	258040
PatRef	93930	Bladder exstrophy	600057
PatRef	93932	FG syndrome type 1	305450
PatRef	93953	Familial thyroglossal duct cyst	188455
PatRef	93955	Blepharospasm	606798
PatRef	93957	Limb dystonia	611284
PatRef	93962	Cervical dystonia	126453
PatRef	93962	Cervical dystonia	602124
PatRef	93963	Autosomal dominant focal dystonia, DYT7 type	602124
PatRef	93968	Meningocele	600145
PatRef	93970	Holmes-Gang syndrome	309580
PatRef	93971	Chudley-Lowry-Hoar syndrome	309580
PatRef	93972	Juberg-Marsidi syndrome	309580
PatRef	93973	Carpenter-Waziri syndrome	309580
PatRef	93974	Smith-Fineman-Myers syndrome	309580
PatRef	93976	Anotia	600674
PatRef	94064	Deafness-infertility syndrome	611102
PatRef	94065	15q24 microdeletion syndrome	613406
PatRef	94068	Congenital spondyloepiphyseal dysplasia	183900
PatRef	94083	Partington syndrome	309510
PatRef	94084	Pachygyria - epilepsy - intellectual deficit - dysmorphism	606155
PatRef	94086	Blue diaper syndrome	211000
PatRef	94088	Hereditary renal hypouricemia	220150
PatRef	94088	Hereditary renal hypouricemia	242050
PatRef	94088	Hereditary renal hypouricemia	307830
PatRef	94088	Hereditary renal hypouricemia	612076
PatRef	94089	Pseudohypoparathyroidism type 1B	603233
PatRef	94090	Pseudohypoparathyroidism type 2	203330
PatRef	94095	Spondylocostal dysostosis - anal and genitourinary malformations	271520
PatRef	94122	Cerebellar ataxia, Cayman type	601238
PatRef	94124	Spinocerebellar ataxia type 1 with axonal neuropathy	607250
PatRef	94125	Recessive mitochondrial ataxic syndrome	174763
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	109150
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	164400
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	183090
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	600223
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	604326
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	605259
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	606658
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	607136
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	607346
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	607454
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	607458
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	608768
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	609307
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	610245
PatRef	94145	Autosomal dominant cerebellar ataxia type 1	610246
PatRef	94147	Autosomal dominant spinocerebellar ataxia type 7	164500
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	117210
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	117360
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	183086
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	600224
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	603516
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	604432
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	605361
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	606658
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	608687
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	608703
PatRef	94148	Autosomal dominant cerebellar ataxia type 3	609306
PatRef	95157	Acute hepatic porphyria	612740
PatRef	95232	Lissencephaly due to LIS1 mutation	607432
PatRef	95428	CDG syndrome type IIh	611182
PatRef	95429	Familial angioma serpiginosum	106050
PatRef	95429	Familial angioma serpiginosum	300652
PatRef	95433	Autosomal recessive cerebellar ataxia - blindness - deafness	271250
PatRef	95434	Autosomal recessive cerebellar ataxia - saccadic intrusion	607317
PatRef	95494	Combined pituitary hormone deficiencies, genetic forms	613038
PatRef	95700	Familial adrenal hypoplasia	240200
PatRef	95702	Cytomegalic congenital adrenal hypoplasia	202155
PatRef	95702	Cytomegalic congenital adrenal hypoplasia	300200
PatRef	96121	Trisomy 7q11	609757
PatRef	96147	Distal monosomy 9q34	610253
PatRef	96148	Distal monosomy 10q	609625
PatRef	96167	San Luis Valley syndrome	179613
PatRef	96169	Monosomy 17q21.31	610443
PatRef	96170	Emanuel syndrome	609029
PatRef	96253	Cushing disease	219090
PatRef	96256	Somatotroph adenoma	102200
PatRef	96334	Paternal uniparental disomy of chromosome 14	608149
PatRef	97229	Brown-Vialetto-van Laere syndrome	211530
PatRef	97231	Ligneous conjunctivitis	217090
PatRef	97232	Fingerprint body myopathy	305550
PatRef	97234	Myopathy due to phosphoglycerate mutase deficiency	261670
PatRef	97238	Rippling muscle disease	600332
PatRef	97238	Rippling muscle disease	606072
PatRef	97239	Reducing body myopathy	300717
PatRef	97239	Reducing body myopathy	300718
PatRef	97245	Congenital myopathy	255300
PatRef	97249	Pontocerebellar hypoplasia type 3	608027
PatRef	97286	Carney-Stratakis syndrome	606864
PatRef	97290	Papillary thyroid carcinoma with renal papillary neoplasia	605642
PatRef	97293	Rare benign ovarian tumor	167000
PatRef	97293	Rare benign ovarian tumor	607893
PatRef	97297	C-like syndrome	605039
PatRef	97340	Hunter-McAlpine craniosynostosis	601379
PatRef	97343	Amyotrophic lateral sclerosis with frontotemporal dementia	105550
PatRef	97345	Familial dementia, British type	176500
PatRef	97346	Familial dementia, Danish type	117300
PatRef	97354	Wernicke's encephalopathy	277730
PatRef	97360	Robinow syndrome	180700
PatRef	97360	Robinow syndrome	268310
PatRef	97364	Bilateral multicystic renal dysplasia	143400
PatRef	97364	Bilateral multicystic renal dysplasia	601331
PatRef	97548	Ivemark syndrome	208530
PatRef	98362	Genetic sideroblastic anemia	182170
PatRef	98362	Genetic sideroblastic anemia	205950
PatRef	98362	Genetic sideroblastic anemia	206000
PatRef	98362	Genetic sideroblastic anemia	300751
PatRef	98365	Stomatocytosis	185010
PatRef	98375	Autoimmune hemolytic anemia	205700
PatRef	98434	Combined deficiency of vitamin K-dependent clotting factors	277450
PatRef	98434	Combined deficiency of vitamin K-dependent clotting factors	607473
PatRef	98673	Autosomal dominant optic atrophy, OPA1 type	165500
PatRef	98674	Autosomal dominant optic atrophy, non-OPA1 type	165300
PatRef	98674	Autosomal dominant optic atrophy, non-OPA1 type	605293
PatRef	98674	Autosomal dominant optic atrophy, non-OPA1 type	610708
PatRef	98755	Spinocerebellar ataxia type 1	164400
PatRef	98756	Spinocerebellar ataxia type 2	183090
PatRef	98757	Spinocerebellar ataxia type 3	109150
PatRef	98758	Spinocerebellar ataxia type 6	183086
PatRef	98759	Spinocerebellar ataxia type 17	607136
PatRef	98760	Spinocerebellar ataxia type 8	608768
PatRef	98761	Spinocerebellar ataxia type 10	603516
PatRef	98762	Spinocerebellar ataxia type 12	604326
PatRef	98763	Spinocerebellar ataxia type 14	605361
PatRef	98764	Spinocerebellar ataxia type 27	609307
PatRef	98765	Spinocerebellar ataxia type 4	600223
PatRef	98766	Spinocerebellar ataxia type 5	600224
PatRef	98767	Spinocerebellar ataxia type 11	604432
PatRef	98768	Spinocerebellar ataxia type 13	605259
PatRef	98769	Spinocerebellar ataxia type 15	606658
PatRef	98770	Spinocerebellar ataxia type 16	606658
PatRef	98771	Spinocerebellar ataxia type 18	607458
PatRef	98772	Spinocerebellar ataxia type 19	607346
PatRef	98773	Spinocerebellar ataxia type 21	607454
PatRef	98784	Frontal lobe nocturnal epilepsy	600513
PatRef	98784	Frontal lobe nocturnal epilepsy	603204
PatRef	98784	Frontal lobe nocturnal epilepsy	605375
PatRef	98784	Frontal lobe nocturnal epilepsy	610353
PatRef	98788	Pitt-Rogers-Danks syndrome	194190
PatRef	98791	Alpha thalassemia-intellectual deficit syndrome	141750
PatRef	98805	Primary dystonia, DYT4 type	128101
PatRef	98805	Primary dystonia, DYT4 type	193680
PatRef	98806	Primary dystonia, DYT6 type	602629
PatRef	98807	Primary dystonia, DYT13 type	607671
PatRef	98808	Autosomal dominant dopa-responsive dystonia	128230
PatRef	98809	Paroxysmal kinesigenic dyskinesia	128200
PatRef	98809	Paroxysmal kinesigenic dyskinesia	611031
PatRef	98810	Paroxysmal non-kinesigenic dyskinesia	118800
PatRef	98810	Paroxysmal non-kinesigenic dyskinesia	611147
PatRef	98811	Paroxysmal exertion-induced dyskinesia	612126
PatRef	98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	300291
PatRef	98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	612132
PatRef	98818	Landau-Kleffner syndrome	245570
PatRef	98819	Familial temporal epilepsy	608096
PatRef	98819	Familial temporal epilepsy	611631
PatRef	98820	Familial partial epilepsy with variable focus	604364
PatRef	98852	Desquamative interstitial pneumonia	263000
PatRef	98856	Charcot-Marie-Tooth disease type 2B1	605588
PatRef	98861	Immotile cilia syndrome, Kartagener type	244400
PatRef	98869	Congenital dyserythropoietic anemia type 1	224120
PatRef	98870	Congenital dyserythropoietic anemia type 3	105600
PatRef	98871	Transient erythroblastopenia of childhood	227050
PatRef	98873	Congenital dyserythropoietic anemia type 2	224100
PatRef	98878	Hemophilia A	134500
PatRef	98878	Hemophilia A	306700
PatRef	98879	Hemophilia B	306900
