Name of the table	ORPHA number	Disease label	Source	Reference
PatRef	98905	Congenital multicore myopathy with external ophthalmoplegia	PubMed	neant
PatRef	98907	Dorfman-Chanarin disease	PubMed	neant
PatRef	98908	Neutral lipid storage myopathy	PubMed	neant
PatRef	98909	Desminopathy	PubMed	neant
PatRef	98910	Alpha-cristallinopathy	PubMed	neant
PatRef	98911	Myotilinopathy	PubMed	neant
PatRef	98912	ZASP-related myofibrillar myopathy	PubMed	neant
PatRef	98913	Postsynaptic congenital myasthenic syndromes	PubMed	neant
PatRef	98914	Presynaptic congenital myasthenic syndromes	PubMed	neant
PatRef	98915	Synaptic congenital myasthenic syndromes	PubMed	neant
PatRef	98916	Acute inflammatory demyelinating polyradiculoneuropathy	PubMed	neant
PatRef	98920	Spinal muscular atrophy with respiratory distress	PubMed	neant
PatRef	98934	Huntington disease-like 2	PubMed	neant
PatRef	98938	Colobomatous microphthalmia	PubMed	neant
PatRef	98945	Coloboma of macula	PubMed	neant
PatRef	98954	Meesmann juvenile epithelial corneal dystrophy	PubMed	neant
PatRef	98955	Corneal dystrophy, Lisch type	PubMed	neant
PatRef	98956	Microcystic corneal dystrophy	PubMed	neant
PatRef	98959	Subepithelial mucinous corneal dystrophy	PubMed	neant
PatRef	98962	Corneal dystrophy, Groenouw type	PubMed	neant
PatRef	98963	Corneal dystrophy, Avellino type	PubMed	neant
PatRef	98964	Lattice corneal dystrophy type 1	PubMed	neant
PatRef	98967	Schnyder's crystalline corneal dystrophy	PubMed	neant
PatRef	98970	Corneal flecked dystrophy, Francois-Neetens type	PubMed	neant
PatRef	98971	Posterior amorphous corneal dystrophy	PubMed	neant
PatRef	98972	Central cloudy corneal dystrophy of Francois	PubMed	neant
PatRef	98973	Posterior polymorphous corneal dystrophy	PubMed	neant
PatRef	98974	Fuchs endothelial corneal dystrophy	PubMed	neant
PatRef	98976	Congenital glaucoma	PubMed	neant
PatRef	98977	Juvenile glaucoma	PubMed	neant
PatRef	98983	Congenital cataract, Volkmann type	PubMed	neant
PatRef	98984	Pulverulent cataract	PubMed	neant
PatRef	98985	Cataract with Y-shaped suture opacities	PubMed	neant
PatRef	98986	Cataract, Coppock-like	PubMed	neant
PatRef	98987	Cataract, Hutterite type	PubMed	neant
PatRef	98988	Anterior polar cataract	PubMed	neant
PatRef	98989	Cerulean cataract	PubMed	neant
PatRef	98990	Coralliform cataract	PubMed	neant
PatRef	98991	Nuclear cataract	PubMed	neant
PatRef	98992	Partial congenital cataract	PubMed	neant
PatRef	98993	Posterior polar cataract	PubMed	neant
PatRef	98994	Total congenital cataract	PubMed	neant
PatRef	98995	Zonular cataract	PubMed	neant
PatRef	99001	Butterfly-shaped pigment dystrophy	PubMed	neant
PatRef	99012	Autosomal recessive optic atrophy, OPA6 type	PubMed	neant
PatRef	99013	Autosomal recessive spastic paraplegia type 7	PubMed	neant
PatRef	99014	X-linked Charcot-Marie-Tooth disease type 5	PubMed	neant
PatRef	99015	X-linked spastic paraplegia type 2	PubMed	neant
PatRef	99022	Niemann-pick disease type E	PubMed	neant
PatRef	99027	Adult-onset autosomal dominant leukodystrophy	PubMed	neant
PatRef	99103	Atrial septal defect, ostium secundum type	PubMed	neant
PatRef	99135	6-phosphogluconate dehydrogenase deficiency	PubMed	neant
PatRef	99147	Acquired Von Willebrand syndrome	PubMed	neant
PatRef	99179	Kandori's fleck retina	PubMed	neant
PatRef	99361	Familial medullary thyroid carcinoma	PubMed	neant
PatRef	99429	Complete androgen insensitivity	PubMed	neant
PatRef	99642	Spondyloepimetaphyseal dysplasia, Handigodu type	PubMed	neant
PatRef	99657	Primary dystonia, DYT2 type	PubMed	neant
PatRef	99715	MASS syndrome	PubMed	neant
PatRef	99725	Gigantism	PubMed	neant
PatRef	99731	Isolated sulfite oxidase deficiency	PubMed	neant
PatRef	99734	Myotonia fluctuans	PubMed	neant
PatRef	99735	Myotonia permanens	PubMed	neant
PatRef	99736	Acetazolamide-responsive congenital myotonia	PubMed	neant
PatRef	99740	Total intestinal aganglionosis	PubMed	neant
PatRef	99741	King-Denborough syndrome	PubMed	neant
PatRef	99742	Microcephaly, Amish type	PubMed	neant
PatRef	99756	Alveolar rhabdomyosarcoma	PubMed	neant
PatRef	99757	Embryonal rhabdomyosarcoma	PubMed	neant
PatRef	99763	Familial hyperreninemic hypoaldosteronism type 1	PubMed	neant
PatRef	99764	Familial hyperreninemic hypoaldosteronism type 2	PubMed	neant
PatRef	99772	Cleft velum	PubMed	neant
PatRef	99777	Achalasia-alacrimia syndrome	PubMed	neant
PatRef	99796	Subcortical band heterotopia	PubMed	neant
PatRef	99798	Oligodontia	PubMed	neant
PatRef	99803	Haddad syndrome	PubMed	neant
PatRef	99807	PEHO-like syndrome	PubMed	neant
PatRef	99812	LIG4 syndrome	PubMed	neant
PatRef	99818	Turcot syndrome with polyposis	PubMed	neant
PatRef	99819	Familial gestational hyperthyroidism	PubMed	neant
PatRef	99831	Common variable immunodeficiency due to an intrinsic T cell defect	PubMed	neant
PatRef	99832	Resistance to thyrotropin-releasing hormone syndrome	PubMed	neant
PatRef	99842	Leukocyte adhesion deficiency type I	PubMed	neant
PatRef	99843	Leukocyte adhesion deficiency type II	PubMed	neant
PatRef	99844	Leukocyte adhesion deficiency type III	PubMed	neant
PatRef	99845	Genetic recurrent myoglobinuria	PubMed	neant
PatRef	99846	Autosomal dominant myoglobinuria	PubMed	neant
PatRef	99853	Ovarioleukodystrophy	PubMed	neant
PatRef	99854	Cree leukoencephalopathy	PubMed	neant
PatRef	99860	Precursor B-cell acute lymphoblastic leukemia	PubMed	neant
PatRef	99861	Precursor T-cell acute lymphoblastic leukemia	PubMed	neant
PatRef	99870	Letterer-Siwe disease	PubMed	neant
PatRef	99871	Eosinophilic granuloma	PubMed	neant
PatRef	99872	Hashimoto-Pritzker syndrome	PubMed	neant
PatRef	99873	Hand-Schüller-Christian disease	PubMed	neant
PatRef	99874	Adult pulmonary Langerhans cell histiocytosis	PubMed	neant
PatRef	99877	Familial parathyroid adenoma	PubMed	neant
PatRef	99878	Primary parathyroids hyperplasia	PubMed	neant
PatRef	99879	Familial isolated hyperparathyroidism	PubMed	neant
PatRef	99880	Hyperparathyroidism - jaw tumor syndrome	PubMed	neant
PatRef	99885	Permanent neonatal diabetes mellitus	PubMed	neant
PatRef	99886	Transient neonatal diabetes mellitus	PubMed	neant
PatRef	99887	Leukemia, myeloid, acute, in Down syndrome	PubMed	neant
PatRef	99888	Adrenocortical adenoma	PubMed	neant
PatRef	99889	Ectopic Cushing syndrome	PubMed	neant
PatRef	99891	Iatrogenic Cushing syndrome	PubMed	neant
PatRef	99892	ACTH-dependent Cushing syndrome	PubMed	neant
PatRef	99893	ACTH-independent Cushing syndrome	PubMed	neant
PatRef	99897	HPA-1 deficiency	PubMed	neant
PatRef	99900	Long chain Acyl-CoA dehydrogenase deficiency	PubMed	neant
PatRef	99901	Acyl-CoA dehydrogenase 9 deficiency	PubMed	neant
PatRef	99927	Hydatidiform mole	PubMed	neant
PatRef	99936	Autosomal dominant Charcot-Marie-Tooth disease type 2B	PubMed	neant
PatRef	99937	Autosomal dominant Charcot-Marie-Tooth disease type 2C	PubMed	neant
PatRef	99938	Autosomal dominant Charcot-Marie-Tooth disease type 2D	PubMed	neant
PatRef	99939	Autosomal dominant Charcot-Marie-Tooth disease type 2E	PubMed	neant
PatRef	99940	Autosomal dominant Charcot-Marie-Tooth disease type 2F	PubMed	neant
PatRef	99941	Autosomal dominant Charcot-Marie-Tooth disease type 2G	PubMed	neant
PatRef	99942	Autosomal dominant Charcot-Marie-Tooth disease type 2I	PubMed	neant
PatRef	99943	Autosomal dominant Charcot-Marie-Tooth disease type 2J	PubMed	neant
PatRef	99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K	PubMed	neant
PatRef	99945	Autosomal dominant Charcot-Marie-Tooth disease type 2L	PubMed	neant
PatRef	99946	Autosomal dominant Charcot-Marie-Tooth disease type 2A1	PubMed	neant
PatRef	99947	Autosomal dominant Charcot-Marie-Tooth disease type 2A2	PubMed	neant
PatRef	99948	Charcot-Marie-Tooth disease type 4A	PubMed	neant
PatRef	99949	Charcot-Marie-Tooth disease type 4C	PubMed	neant
PatRef	99950	Charcot-Marie-Tooth disease type 4D	PubMed	neant
PatRef	99951	Charcot-Marie-Tooth disease type 4E	PubMed	neant
PatRef	99952	Charcot-Marie-Tooth disease type 4F	PubMed	neant
PatRef	99953	Charcot-Marie-Tooth disease type 4G	PubMed	neant
PatRef	99954	Charcot-Marie-Tooth disease type 4H	PubMed	neant
PatRef	99955	Charcot-Marie-Tooth disease type 4B1	PubMed	neant
PatRef	99956	Charcot-Marie-Tooth disease type 4B2	PubMed	neant
PatRef	99967	Myxoid liposarcoma	PubMed	neant
PatRef	99985	Familial restrictive cardiomyopathy type 1	PubMed	neant
PatRef	99986	Familial restrictive cardiomyopathy type 2	PubMed	neant
PatRef	99995	Complex regional pain syndrome type 1	PubMed	neant
PatRef	100019	Refractory anemia with excess blasts-1	PubMed	neant
PatRef	100020	Refractory anemia with excess blasts-2	PubMed	neant
PatRef	100021	Primary plasmacytoma of the bone	PubMed	neant
PatRef	100022	Extramedullary soft tissue plasmacytoma	PubMed	neant
PatRef	100023	Franklin disease	PubMed	neant
PatRef	100024	Mu heavy-chain disease	PubMed	neant
PatRef	100025	Alpha heavy-chain disease	PubMed	neant
PatRef	100026	Gamma heavy-chain disease	PubMed	neant
PatRef	100031	Hypoplastic amelogenesis imperfecta	PubMed	neant
PatRef	100032	Hypocalcified amelogenesis imperfecta	PubMed	neant
PatRef	100033	Hypomaturation amelogenesis imperfecta	PubMed	neant
PatRef	100034	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	PubMed	neant
PatRef	100039	Familial pseudohyperkalemia type 1	PubMed	neant
PatRef	100040	Familial pseudohyperkalemia type 2	PubMed	neant
PatRef	100041	Familial pseudohyperkalemia, Cardiff type	PubMed	neant
PatRef	100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	PubMed	neant
PatRef	100044	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	PubMed	neant
PatRef	100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	PubMed	neant
PatRef	100046	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	PubMed	neant
PatRef	100049	Pulmonary surfactant protein anomalies	PubMed	neant
PatRef	100067	Waterhouse-Friderichsen syndrome	PubMed	neant
PatRef	100087	Thyroid tumor	PubMed	neant
PatRef	100088	Thyroid carcinoma	PubMed	neant
PatRef	100090	Rare parathyroid tumor	PubMed	neant
PatRef	100091	Adrenal tumor	PubMed	neant
PatRef	100093	Carcinoid tumor and carcinoid syndrome	PubMed	neant
PatRef	100094	Multiple endocrine neoplasia	PubMed	neant
PatRef	100924	Porphyria of Doss	PubMed	neant
PatRef	100973	FRAXE syndrome	PubMed	neant
PatRef	100974	FRAXF syndrome	PubMed	neant
PatRef	100984	Autosomal dominant spastic paraplegia type 3	PubMed	neant
PatRef	100985	Autosomal dominant spastic paraplegia type 4	PubMed	neant
PatRef	100986	Autosomal recessive spastic paraplegia type 5A	PubMed	neant
PatRef	100988	Autosomal dominant spastic paraplegia type 6	PubMed	neant
PatRef	100989	Autosomal dominant spastic paraplegia type 8	PubMed	neant
PatRef	100990	Autosomal dominant spastic paraplegia type 9	PubMed	neant
PatRef	100991	Autosomal dominant spastic paraplegia type 10	PubMed	neant
PatRef	100993	Autosomal dominant spastic paraplegia type 12	PubMed	neant
PatRef	100994	Autosomal dominant spastic paraplegia type 13	PubMed	neant
PatRef	100995	Autosomal recessive spastic paraplegia type 14	PubMed	neant
PatRef	100996	Autosomal recessive spastic paraplegia type 15	PubMed	neant
PatRef	100997	X-linked spastic paraplegia type 16	PubMed	neant
PatRef	100998	Autosomal dominant spastic paraplegia type 17	PubMed	neant
PatRef	100999	Autosomal dominant spastic paraplegia type 19	PubMed	neant
PatRef	101000	Autosomal recessive spastic paraplegia type 20	PubMed	neant
PatRef	101001	Autosomal recessive spastic paraplegia type 21	PubMed	neant
PatRef	101003	Autosomal recessive spastic paraplegia type 23	PubMed	neant
PatRef	101004	Autosomal recessive spastic paraplegia type 24	PubMed	neant
PatRef	101005	Autosomal recessive spastic paraplegia type 25	PubMed	neant
PatRef	101006	Autosomal recessive spastic paraplegia type 26	PubMed	neant
PatRef	101007	Autosomal recessive spastic paraplegia type 27	PubMed	neant
PatRef	101008	Autosomal recessive spastic paraplegia type 28	PubMed	neant
PatRef	101009	Autosomal dominant spastic paraplegia type 29	PubMed	neant
PatRef	101010	Autosomal recessive spastic paraplegia type 30	PubMed	neant
PatRef	101011	Autosomal dominant spastic paraplegia type 31	PubMed	neant
PatRef	101016	Romano-Ward long QT syndrome	PubMed	neant
PatRef	101022	Mediterranean macrothrombocytopenia	PubMed	neant
PatRef	101028	Transaldolase deficiency	PubMed	neant
PatRef	101041	Familial hypofibrinogenemia	PubMed	neant
PatRef	101046	Autosomal dominant lateral temporal lobe epilepsy	PubMed	neant
PatRef	101049	Familial hypocalciuric hypercalcemia type 2	PubMed	neant
PatRef	101050	Familial hypocalciuric hypercalcemia type 3	PubMed	neant
PatRef	101063	Situs inversus totalis	PubMed	neant
PatRef	101070	Bilateral frontoparietal polymicrogyria	PubMed	neant
PatRef	101071	Unilateral right-sided polymicrogyria	PubMed	neant
PatRef	101075	X-linked Charcot-Marie-Tooth disease type 1	PubMed	neant
PatRef	101076	X-linked Charcot-Marie-Tooth disease type 2	PubMed	neant
PatRef	101077	X-linked Charcot-Marie-Tooth disease type 3	PubMed	neant
PatRef	101078	X-linked Charcot-Marie-Tooth disease type 4	PubMed	neant
PatRef	101081	Charcot-Marie-Tooth disease type 1A	PubMed	neant
PatRef	101082	Charcot-Marie-Tooth disease type 1B	PubMed	neant
PatRef	101083	Charcot-Marie-Tooth disease type 1C	PubMed	neant
PatRef	101084	Charcot-Marie-Tooth disease type 1D	PubMed	neant
PatRef	101085	Charcot-Marie-Tooth disease type 1F	PubMed	neant
PatRef	101088	Hyper-IgM syndrome type 1	PubMed	neant
PatRef	101089	Hyper-IgM syndrome type 2	PubMed	neant
PatRef	101090	Hyper-IgM syndrome type 3	PubMed	neant
PatRef	101091	Hyper-IgM syndrome type 4	PubMed	neant
PatRef	101092	Hyper-IgM syndrome type 5	PubMed	neant
PatRef	101096	Aregenerative anemia	PubMed	neant
PatRef	101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	PubMed	neant
PatRef	101101	Charcot-Marie-Tooth disease type 2B2	PubMed	neant
PatRef	101102	Charcot-Marie-Tooth disease type 2H	PubMed	neant
PatRef	101107	Spinocerebellar ataxia type 22	PubMed	neant
PatRef	101108	Spinocerebellar ataxia type 23	PubMed	neant
PatRef	101109	Spinocerebellar ataxia type 28	PubMed	neant
PatRef	101110	Spinocerebellar ataxia type 20	PubMed	neant
PatRef	101111	Spinocerebellar ataxia type 25	PubMed	neant
PatRef	101112	Spinocerebellar ataxia type 26	PubMed	neant
PatRef	101150	Autosomal recessive dopa-responsive dystonia	PubMed	neant
PatRef	101151	Dystonia 14	PubMed	neant
PatRef	101231	Mediastinal diffuse large-cell lymphoma with sclerosis	PubMed	neant
PatRef	101330	Porphyria cutanea tarda	PubMed	neant
PatRef	101953	Rare dyslipidemia	PubMed	neant
PatRef	101956	Polyendocrinopathy	PubMed	neant
PatRef	101957	Pituitary deficiency	PubMed	neant
PatRef	102009	Classic lissencephaly	PubMed	neant
PatRef	102011	Lissencephaly type 3	PubMed	neant
PatRef	102381	Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	PubMed	neant
PatRef	137605	Neurofibromatosis 1-like syndrome	PubMed	neant
PatRef	137625	Cardiomyopathy-exercise intolerance due to muscle and heart glycogen deficiency	PubMed	neant
PatRef	137631	Lung fibrosis - immunodeficiency - gonadal dysgenesis	PubMed	neant
PatRef	137634	Excessive growth - learning disabilities - facial dysmorphism	PubMed	neant
PatRef	137639	Leukoencephalopathy - ataxia - hypodontia - hypomyelination	PubMed	neant
PatRef	137653	Microcephaly - digital anomalies - intellectual deficit	PubMed	neant
PatRef	137667	Capillary malformation-arteriovenous malformation	PubMed	neant
PatRef	137675	Histiocytoid cardiomyopathy	PubMed	neant
PatRef	137678	Czech dysplasia, metatarsal type	PubMed	neant
PatRef	137681	Hepatoencephalopathy due to combined oxidative phosphorylation deficiency type 1	PubMed	neant
PatRef	137693	Idiopathic short stature	PubMed	neant
PatRef	137754	Neurological conditions associated with aminoacylase 1 deficiency	PubMed	neant
PatRef	137776	Lethal congenital contracture syndrome type 2	PubMed	neant
PatRef	137783	Lethal congenital contracture syndrome type 3	PubMed	neant
PatRef	137817	Arachnoiditis	PubMed	neant
PatRef	137831	Intellectual deficit, X-linked - cerebellar hypoplasia	PubMed	neant
PatRef	137834	Frank-Ter Haar syndrome	PubMed	neant
PatRef	137862	Martinez-Frias syndrome	PubMed	neant
PatRef	137871	Laminopathy type Decaudain-Vigouroux	PubMed	neant
PatRef	137888	Auriculo-condylar syndrome	PubMed	neant
PatRef	137893	Male infertility associated with large-headed multiflagellar polyploid spermatozoa	PubMed	neant
PatRef	137898	Leukoencephalopathy with brain stem and spinal cord involvement - lactate elevation	PubMed	neant
PatRef	137902	Isolated optic nerve hypoplasia	PubMed	neant
PatRef	137908	Hypotonia with lactic acidemia and hyperammonemia	PubMed	neant
PatRef	137914	Choanal atresia	PubMed	neant
PatRef	139373	Recessive hereditary methemoglobinemia type 1	PubMed	neant
PatRef	139380	Recessive hereditary methemoglobinemia type 2	PubMed	neant
PatRef	139390	Isolated craniosynostosis	PubMed	neant
PatRef	139393	Syndromic craniosynostosis	PubMed	neant
PatRef	139396	X-linked cerebral adrenoleukodystrophy	PubMed	neant
PatRef	139399	Adrenomyeloneuropathy	PubMed	neant
PatRef	139406	Encephalopathy due to prosaposin deficiency	PubMed	neant
PatRef	139411	Carney triad	PubMed	neant
PatRef	139417	Acute transverse myelitis	PubMed	neant
PatRef	139420	Secondary acute transverse myelitis	PubMed	neant
PatRef	139436	Multicentric reticulohistiocytosis	PubMed	neant
PatRef	139450	Microtia - eye coloboma - imperforation of the nasolacrimal duct	PubMed	neant
PatRef	139455	Retinopathy, Burgess-Black type	PubMed	neant
PatRef	139466	SERKAL syndrome	PubMed	neant
PatRef	139471	Bakrania-Ragge syndrome	PubMed	neant
PatRef	139474	17q11.2 microduplication syndrome	PubMed	neant
PatRef	139477	Al-Gazali-Dattani syndrome	PubMed	neant
PatRef	139480	Autosomal recessive spastic paraplegia type 39	PubMed	neant
PatRef	139491	Hemochromatosis type 4	PubMed	neant
PatRef	139498	Hemochromatosis type 1	PubMed	neant
PatRef	139507	African iron overload	PubMed	neant
PatRef	139512	Neuropathy with hearing impairment	PubMed	neant
PatRef	139515	Charcot-Marie-Tooth disease type 4J	PubMed	neant
PatRef	139518	Distal hereditary motor neuropathy type 1	PubMed	neant
PatRef	139525	Distal hereditary motor neuropathy type 2	PubMed	neant
PatRef	139536	Distal hereditary motor neuropathy type 5	PubMed	neant
PatRef	139547	Distal hereditary motor neuropathy type 3 and type 4	PubMed	neant
PatRef	139552	Distal hereditary motor neuropathy, Jerash type	PubMed	neant
PatRef	139557	X-linked distal spinal muscular atrophy	PubMed	neant
PatRef	139564	Hereditary sensory and autonomic neuropathy type 1B	PubMed	neant
PatRef	139583	X-linked hereditary sensory and autonomic neuropathy with deafness	PubMed	neant
PatRef	139589	Distal hereditary motor neuropathy type 7	PubMed	neant
PatRef	140246	Hypoparathyroidism due to agenesis or dysgenesis of the parathyroid gland	PubMed	neant
PatRef	140249	Hypoparathyroidism due to destruction of the parathyroid gland	PubMed	neant
PatRef	140283	Infiltrative disorder with hypoparathyroidism	PubMed	neant
PatRef	140286	Secondary hypoparathyroidism due to impaired parathormon secretion	PubMed	neant
PatRef	140436	Primary intraosseous vascular malformation	PubMed	neant
PatRef	140905	Hyperlipidemia due to hepatic triglyceride lipase deficiency	PubMed	neant
PatRef	140908	Brachydactyly type B2	PubMed	neant
PatRef	140917	Stapes ankylosis with broad thumbs and toes	PubMed	neant
PatRef	140922	Autosomal recessive limb-girdle muscular dystrophy type 2J	PubMed	neant
PatRef	140927	Benign familial neonatal-infantile seizures	PubMed	neant
PatRef	140936	Lelis syndrome	PubMed	neant
PatRef	140941	Short stature due to primary acid-labile subunit deficiency	PubMed	neant
PatRef	140944	CLOVE syndrome	PubMed	neant
PatRef	140952	Syndactyly - telecanthus - anogenital and renal malformations	PubMed	neant
PatRef	140957	Autosomal dominant macrothrombocytopenia with abnormal proplatelet formation	PubMed	neant
PatRef	140963	Bilateral microtia - deafness - cleft palate	PubMed	neant
PatRef	140969	Saldino-Mainzer syndrome	PubMed	neant
PatRef	140976	RHYNS syndrome	PubMed	neant
PatRef	141000	Orofaciodigital syndrome type 11	PubMed	neant
PatRef	141007	Orofaciodigital syndrome type 9	PubMed	neant
PatRef	141127	Congenital tracheal stenosis	PubMed	neant
PatRef	141136	Hemifacial microsomia	PubMed	neant
PatRef	141145	Hemifacial hypertrophy	PubMed	neant
PatRef	141148	Hemifacial myohyperplasia	PubMed	neant
PatRef	141152	Isolated congenital hypoglossia/aglossia	PubMed	neant
PatRef	156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	PubMed	neant
PatRef	156731	Dyssegmental dysplasia, Rolland-Desbuquois type	PubMed	neant
PatRef	157215	Hypophosphatemic rickets with hypercalciuria	PubMed	neant
PatRef	157713	Congenital or early infantile CACH syndrome	PubMed	neant
PatRef	157716	Late infantile CACH syndrome	PubMed	neant
PatRef	157719	Juvenile or adult CACH syndrome	PubMed	neant
PatRef	157769	Situs ambiguus	PubMed	neant
PatRef	157788	Hypospadias-hypertelorism-coloboma and deafness	PubMed	neant
PatRef	157794	Hereditary mixed polyposis syndrome	PubMed	neant
PatRef	157798	Hyperplastic polyposis syndrome	PubMed	neant
PatRef	157801	Mesoaxial synostotic syndactyly with phalangeal reduction	PubMed	neant
PatRef	157808	Congenital pseudoarthrosis of the leg	PubMed	neant
PatRef	157820	Cold-induced sweating syndrome	PubMed	neant
PatRef	157832	Craniorhiny	PubMed	neant
PatRef	157846	Neuroferritinopathy	PubMed	neant
PatRef	157850	Pantothenate-kinase-associated neurodegeneration	PubMed	neant
PatRef	157855	HARP syndrome	PubMed	neant
PatRef	157941	Huntington disease-like 1	PubMed	neant
PatRef	157946	Huntington disease-like 3	PubMed	neant
PatRef	157949	Primary immunodeficiency with skin granulomas	PubMed	neant
PatRef	157954	ANE syndrome	PubMed	neant
PatRef	157962	Oculoauricular syndrome, Schorderet type	PubMed	neant
PatRef	157965	Ehlers-Danlos syndrome, spondylocheiro dysplastic type	PubMed	neant
PatRef	157973	Congenital muscular dystrophy due to lamine A/C deficiency	PubMed	neant
PatRef	157980	Bladder Cancer	PubMed	neant
PatRef	157991	Generalized eruptive histiocytosis	PubMed	neant
PatRef	157997	Benign cephalic histiocytosis	PubMed	neant
PatRef	158000	Juvenile xanthogranuloma	PubMed	neant
PatRef	158003	Xanthoma disseminatum	PubMed	neant
PatRef	158008	Papular xanthoma	PubMed	neant
PatRef	158011	Necrobiotic xanthogranuloma	PubMed	neant
PatRef	158014	Sinus histiocytosis with massive lymphadenopathy	PubMed	neant
PatRef	158019	Indeterminate cell histiocytosis	PubMed	neant
PatRef	158022	Progressive nodular histiocytosis	PubMed	neant
PatRef	158025	Hereditary progressive mucinous histiocytosis	PubMed	neant
PatRef	158029	Sea-blue histiocytosis	PubMed	neant
PatRef	158681	Epidermolysis bullosa simplex with migratory circinate erythema	PubMed	neant
PatRef	158684	Epidermolysis bullosa simplex - pyloric atresia	PubMed	neant
PatRef	158687	Lethal acantholytic epidermolysis bullosa	PubMed	neant
PatRef	163596	Hydrops fetalis of Bart	PubMed	neant
PatRef	163634	Maffucci syndrome	PubMed	neant
PatRef	163649	Spondyloepiphyseal dysplasia, Nishimura type	PubMed	neant
PatRef	163654	Spondyloepiphyseal dysplasia, Cantu type	PubMed	neant
PatRef	163662	Spondyloepiphyseal dysplasia, Reardon type	PubMed	neant
PatRef	163665	Spondyloepiphyseal dysplasia tarda, Kohn type	PubMed	neant
PatRef	163668	Spondyloepiphyseal dysplasia, MacDermot type	PubMed	neant
PatRef	163673	Spondyloepiphyseal dysplasia, Byers type	PubMed	neant
PatRef	163681	Cortical dysplasia - focal epilepsy syndrome	PubMed	neant
PatRef	163684	Leukoencephalopathy - dystonia - motor neuropathy	PubMed	neant
PatRef	163690	Hypotonia - cystinuria syndrome	PubMed	neant
PatRef	163693	2p21 microdeletion syndrome	PubMed	neant
PatRef	163696	Action myoclonus - renal failure syndrome	PubMed	neant
PatRef	163699	Alveolar soft-part sarcoma	PubMed	neant
PatRef	163717	Benign familial mesial temporal lobe epilepsy	PubMed	neant
PatRef	163721	Rolandic epilepsy - speech dyspraxia	PubMed	neant
PatRef	163727	Rolandic epilepsy - paroxysmal exercise-induced dystonia - writer's cramp	PubMed	neant
PatRef	163746	Neurologic Waardenburg-Shah syndrome	PubMed	neant
PatRef	163937	X-linked intellectual deficit, Najm type	PubMed	neant
PatRef	163948	Intellectual deficit, X-linked, Wei type	PubMed	neant
PatRef	163953	Intellectual deficit, X-linked, Raymond type	PubMed	neant
PatRef	163956	Intellectual deficit, X-linked, Nascimento type	PubMed	neant
PatRef	163979	Intellectual deficit, X-linked - craniofacioskeletal syndrome	PubMed	neant
PatRef	163982	Intellectual deficit, X-linked - spastic quadriparesis	PubMed	neant
PatRef	163985	Hyperekplexia - epilepsy	PubMed	neant
PatRef	164736	Familial advanced sleep-phase syndrome	PubMed	neant
PatRef	165985	Diazoxide-sensitive diffuse hyperinsulinism	PubMed	neant
PatRef	165988	Diazoxide-resistant diffuse hyperinsulinism	PubMed	neant
PatRef	165991	Exercise-induced hyperinsulinism	PubMed	neant
PatRef	165994	Selective pituitary resistance to thyroid hormone	PubMed	neant
PatRef	166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly	PubMed	neant
PatRef	166011	Multiple epiphyseal dysplasia, Beighton type	PubMed	neant
PatRef	166016	Multiple epiphyseal dysplasia, Lowry type	PubMed	neant
PatRef	166024	Multiple epiphyseal dysplasia, Al-Gazali type	PubMed	neant
PatRef	166029	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	PubMed	neant
PatRef	166032	Multiple epiphyseal dysplasia, with miniepiphyses	PubMed	neant
PatRef	166035	Metaphyseal chondrodysplasia - retinitis pigmentosa	PubMed	neant
PatRef	166038	Metaphyseal chondrodysplasia, Kaitila type	PubMed	neant
PatRef	166063	Pontocerebellar hypoplasia type 4	PubMed	neant
PatRef	166068	Pontocerebellar hypoplasia type 5	PubMed	neant
PatRef	166073	Pontocerebellar hypoplasia type 6	PubMed	neant
PatRef	166078	Von Willebrand disease type 1	PubMed	neant
PatRef	166081	Von Willebrand disease type 2	PubMed	neant
PatRef	166084	Von Willebrand disease type 2A	PubMed	neant
PatRef	166087	Von Willebrand disease type 2B	PubMed	neant
PatRef	166090	Von Willebrand disease type 2M	PubMed	neant
PatRef	166093	Von Willebrand disease type 2N	PubMed	neant
PatRef	166096	Von Willebrand disease type 3	PubMed	neant
PatRef	166100	Stickler syndrome type 3	PubMed	neant
PatRef	166108	Intellectual deficit, Birk-Barel type	PubMed	neant
PatRef	166119	Isolated osteopoikilosis	PubMed	neant
PatRef	166260	Dentinogenesis imperfecta type 2	PubMed	neant
PatRef	166265	Dentinogenesis imperfecta type 3	PubMed	neant
PatRef	166272	Goldblatt syndrome	PubMed	neant
PatRef	166277	Suarez-Stickler syndrome	PubMed	neant
PatRef	166282	Sick sinus syndrome	PubMed	neant
PatRef	166775	Acquired coagulation defect	PubMed	neant
