Name of the table	ORPHA number	Disease label	Type of label (Pat= main name; syn= synonym)
PatAls	183536	Genetic congenital limb malformation	Pat
PatAls	183539	Genetic renal or urinary tract malformation	Pat
PatAls	183542	Genetic cranial malformation	Pat
PatAls	183545	Genetic digestive tract malformation	Pat
PatAls	183548	Genetic visceral malformation of the liver, biliary tract, pancreas or spleen	Pat
PatAls	183551	Genetic external or internal genital malformation	Pat
PatAls	183554	Genetic respiratory or mediastinal malformation	Pat
PatAls	183557	Genetic developmental defect of the eye	Pat
PatAls	183570	Genetic malformation syndrome with short stature	Pat
PatAls	183573	Genetic overgrowth/obesity syndrome	Pat
PatAls	183576	Genetic branchial arch or oral-acral syndrome	Pat
PatAls	183580	Genetic malformation syndrome with odontal and/or periodontal component	Pat
PatAls	183583	Genetic head and neck malformation	Pat
PatAls	183586	Genetic glomerular disease	Pat
PatAls	183589	Genetic thrombotic microangiopathy	Pat
PatAls	183592	Genetic renal tubular disease	Pat
PatAls	183595	Genetic renal tumor	Pat
PatAls	183598	Rare genetic palpebral, lacrymal system and conjunctival disease	Pat
PatAls	183601	Rare genetic refraction anomaly	Pat
PatAls	183604	Rare genetic glaucoma	Pat
PatAls	183607	Genetic lens and zonula anomaly	Pat
PatAls	183610	Genetic vitreous-retinal disease	Pat
PatAls	183613	Genetic optic neuropathy	Pat
PatAls	183616	Genetic neuro-ophthalmological disease	Pat
PatAls	183619	Genetic eye tumor	Pat
PatAls	183622	Genetic respiratory malformation	Pat
PatAls	183625	Rare genetic diabetes mellitus	Pat
PatAls	183628	Rare genetic hypothalamic or pituitary disease	Pat
PatAls	183631	Rare genetic thyroid disease	Pat
PatAls	183634	Rare genetic parathyroid disease and phosphocalcic metabolism disorder	Pat
PatAls	183637	Rare genetic adrenal disease	Pat
PatAls	183640	Genetic dyslipidemia	Pat
PatAls	183643	Genetic polyendocrinopathy	Pat
PatAls	183648	Genetic disorder of sex development of endocrine origin	Pat
PatAls	183651	Rare constitutional anemia	Pat
PatAls	183654	Rare genetic coagulation disorder	Pat
PatAls	183660	SCID	Syn
PatAls	183660	Severe combined immunodeficiency	Pat
PatAls	183663	Hyper-IgM syndrome with opportunistic infections	Pat
PatAls	183666	Hyper-IgM syndrome without opportunistic infections	Pat
PatAls	183669	Agammaglobulinemia	Pat
PatAls	183672	Hypogammaglobulinemia due to CD19 or ICOS deficiency	Pat
PatAls	183675	Recurrent infections associated with immunoglobulin isotypes	Pat
PatAls	183678	Hermansky-Pudlak syndrome type 2	Pat
PatAls	183681	Severe recurrent infections with present neutrophils	Pat
PatAls	183707	Neutrophil immunodeficiency syndrome	Pat
PatAls	183710	Predisposition to invasive bacterial infections	Pat
PatAls	183713	Pyogenic bacterial infections due to MyD88 deficiency	Pat
PatAls	183716	Other complex syndrome of primary immunodeficiency	Pat
PatAls	183731	Rare genetic gynecological and obstetrical diseases	Pat
PatAls	183757	Rare genetic intellectual deficiency	Pat
PatAls	183760	Rare genetic intellectual deficiency without developmental anomaly	Pat
PatAls	183763	Rare genetic intellectual deficiency with developmental anomaly	Pat
PatAls	183770	Rare genetic immune disease	Pat
PatAls	189424	ACTH independent Cushing syndrome due to bilateral adrenocortical hyperplasia	Pat
PatAls	189427	AIMAH	Syn
PatAls	189427	ACTH-independent macronodular adrenal hyperplasia	Pat
PatAls	189432	ACTH independent Cushing syndrome due to unilateral tumor	Pat
PatAls	189439	Primary pigmented nodular adrenocortical disease	Pat
PatAls	189466	Familial isolated hypoparathyroidism due to impaired PTH secretion	Pat
PatAls	199237	Hereditary inclusion body myositis	Pat
PatAls	199241	Pulmonary capillary hemangiomatosis	Pat
PatAls	199244	Nelson syndrome	Pat
PatAls	199247	Transcortin deficiency	Syn
PatAls	199247	Corticosteroid-binding globulin deficiency	Pat
PatAls	199251	Ledderhose disease	Pat
PatAls	199251	Plantar fibromatosis	Syn
PatAls	199257	Superficial fibromatosis	Pat
PatAls	199260	Keasby tumor	Syn
PatAls	199260	Calcified aponeurotic fibroma	Pat
PatAls	199260	Juvenile aponeurotic fibromatosis	Syn
PatAls	199267	Reye tumor	Syn
PatAls	199267	Inclusion body fibromatosis	Syn
PatAls	199267	Infantile digital fibromatosis	Pat
PatAls	199267	Recurring digital fibrous tumor of childhood	Syn
PatAls	199276	Familial multiple lipomatosis	Pat
PatAls	199279	Familial angiolipomatosis	Pat
PatAls	199282	Harlequin syndrome	Pat
PatAls	199285	Hereditary hypercarotenemia and vitamin A deficiency	Pat
PatAls	199288	Fröhlich syndrome	Syn
PatAls	199288	Adiposogenital dystrophy	Pat
PatAls	199293	Congenital microgastria	Pat
PatAls	199296	Congenital isolated ACTH deficiency	Pat
PatAls	199299	Late-onset isolated ACTH deficiency	Pat
PatAls	199302	Isolated cleft lip	Pat
PatAls	199306	Cleft lip/palate	Pat
PatAls	199310	46,XX/46,XY chimerism	Syn
PatAls	199310	Tetragametic chimerism	Pat
PatAls	199315	Tibial hemimelia - clubfoot	Pat
PatAls	199318	Del15q13	Syn
PatAls	199318	15q13 microdeletion syndrome	Pat
PatAls	199323	Endophthalmitis	Pat
PatAls	199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type	Pat
PatAls	199329	Congenital myopathy, Paradas type	Pat
PatAls	199332	ECO syndrome	Syn
PatAls	199332	Endocrine-cerebro-osteodysplasia syndrome	Pat
PatAls	199337	Pancreatic insufficiency - anemia - hyperostosis	Pat
PatAls	199340	Muscular dystrophy, Selcen type	Pat
PatAls	199343	SeSAME syndrome	Pat
PatAls	199343	Seizures - sensorineural deafness - ataxia - intellectual deficit - electrolyte imbalance	Syn
PatAls	199348	Thiamine-responsive encephalopathy	Pat
PatAls	199351	Dystonia-parkinsonism, Paisan-Ruiz type	Pat
PatAls	199354	Maeda syndrome	Syn
PatAls	199354	CARASIL syndrome	Pat
PatAls	199354	Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy	Syn
PatAls	199627	Atypical autism	Pat
PatAls	199630	Isolated cerebellar vermis hypoplasia	Pat
PatAls	199633	Cerebral malformation	Pat
PatAls	199636	Commissural dysgenesis	Pat
PatAls	199639	Syndrome with corpus callosum agenesis	Pat
PatAls	199642	Microcephaly	Syn
PatAls	199642	Microencephaly	Pat
PatAls	199647	Encephalocele	Pat
PatAls	200037	Paroxysmal dystonia	Pat
PatAls	200418	Immunodeficiency with factor I anomaly	Pat
PatAls	200421	Immunodeficiency with factor H anomaly	Pat
PatAls	202940	Anomaly of puberty or/and menstrual cycle of genetic origin	Pat
PatAls	202948	Syndromic microphthalmia	Pat
PatAls	206428	Hypoxanthine-guanine phosphoribosyltransferase deficiency	Pat
PatAls	206436	Krabbe disease, early-onset	Syn
PatAls	206436	Krabbe disease, classic form	Syn
PatAls	206436	Krabbe disease, infantile form	Pat
PatAls	206443	Krabbe disease, late-onset	Syn
PatAls	206443	Krabbe disease, late-infantile or juvenile form	Pat
PatAls	206448	Krabbe disease, adult-onset	Pat
PatAls	206470	Serous or mucinous cystadenoma of childhood	Pat
PatAls	206473	Borderline ovarian epithelial tumor	Pat
PatAls	206473	Ovarian tumor of low malignant potential	Syn
PatAls	206480	Malignant epithelial ovarian tumor	Pat
PatAls	206484	Ovarian gonadoblastoma	Pat
PatAls	206489	Vaginal germ cell cancer	Syn
PatAls	206489	Vaginal germ cell malignant tumor	Pat
PatAls	206492	Vulvovaginal rhabdomyosarcoma	Pat
PatAls	206538	Nondysgerminomatous germ cell cancer	Syn
PatAls	206538	Malignant nondysgerminomatous germ cell tumor	Pat
PatAls	206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	Pat
PatAls	206549	Autosomal recessive limb-girdle muscular dystrophy, type 2L	Pat
PatAls	206554	Autosomal recessive limb-girdle muscular dystrophy, type 2M	Pat
PatAls	206559	Autosomal recessive limb-girdle muscular dystrophy, type 2N	Pat
PatAls	206564	Autosomal recessive limb-girdle muscular dystrophy, type 2O	Pat
PatAls	206569	Autoimmune necrotizing myopathy	Pat
PatAls	206572	Overlap myositis	Pat
PatAls	206575	Acquired rippling muscle disease	Syn
PatAls	206575	Immune-mediated rippling muscle disease	Syn
PatAls	206575	Rippling muscle disease with myasthenia gravis	Pat
PatAls	206580	Autosomal recessive lower motor neuron disease with childhood onset	Pat
PatAls	206583	Adult polyglucosan body disease	Pat
PatAls	206586	Neurolymphomatosis	Pat
PatAls	206594	Subacute inflammatory demyelinating polyneuropathy	Pat
PatAls	206594	Subacute inflammatory demyelinating polyradiculoneuropathy	Syn
PatAls	206599	Isolated asymptomatic elevation of creatine phosphokinase	Pat
PatAls	206610	Chronic muscular fatigue and/or chronic muscle pain	Pat
PatAls	206613	Infectious disease with peripheral neuropathy	Pat
PatAls	206634	Genetic skeletal muscle disease	Pat
PatAls	206638	Acquired skeletal muscle disease	Pat
PatAls	206644	Progressive muscular dystrophy	Pat
PatAls	206647	Myotonic dystrophy	Pat
PatAls	206650	Autosomal dominant distal myopathy	Pat
PatAls	206653	Autosomal recessive distal myopathy	Pat
PatAls	206656	Non-dystrophic myopathy	Pat
PatAls	206662	Inclusion myopathy	Pat
PatAls	206668	Pulmonary hemosiderosis	Pat
PatAls	206701	Bulbospinal muscular atrophy	Pat
PatAls	206704	Bulbospinal muscular atrophy of children	Pat
PatAls	206707	Bulbospinal muscular atrophy of adult	Pat
PatAls	206710	Generalized bulbospinal muscular atrophy	Pat
PatAls	206713	Distal spinal muscular atrophy	Pat
PatAls	206953	Muscular lipidosis	Pat
PatAls	206953	Lipid storage myopathy	Syn
PatAls	206959	Muscular glycogenosis	Pat
PatAls	206959	Glycogen storage myopathy	Syn
PatAls	206966	Mitochondrial myopathy	Pat
PatAls	206970	Myotonic syndrome	Pat
PatAls	206973	Congenital myotonia	Pat
PatAls	206976	Periodic paralysis	Pat
PatAls	206979	Granulomatous myositis	Pat
PatAls	206982	Muscular tumor	Pat
PatAls	206988	Infectious, fungal or parasitic myopathy	Pat
PatAls	206991	Viral myositis	Pat
PatAls	206994	Bacterial myositis	Pat
PatAls	206997	Parasitic myositis	Pat
PatAls	207000	Fungal myositis	Pat
PatAls	207003	Endocrine myopathy	Pat
PatAls	207006	Acquired amyloid myopathy	Pat
PatAls	207009	Acquired rod-body myopathy	Pat
PatAls	207012	Spinal muscular atrophy associated with central nervous system anomaly	Pat
PatAls	207015	Rare hereditary disease with peripheral neuropathy	Pat
PatAls	207018	Rare hereditary metabolic disease with peripheral neuropathy	Pat
PatAls	207021	Rare hereditary systemic disease with peripheral neuropathy	Pat
PatAls	207025	Rare hereditary neurologic disease with peripheral neuropathy	Pat
PatAls	207028	Cerebellar ataxia with peripheral neuropathy	Pat
PatAls	207031	Rare disease with corpus callosum agenesis associated with peripheral neuropathy	Pat
PatAls	207038	Acute and subacute inflammatory demyelinating polyneuropathy	Pat
PatAls	207038	Acute and subacute inflammatory demyelinating polyradiculoneuropathy	Syn
PatAls	207043	Myeloma	Pat
PatAls	207046	Malignant lymphoma	Pat
PatAls	207049	Qualitative or quantitative protein defects in neuromuscular diseases	Pat
PatAls	207052	Sarcoglycanopathy	Syn
PatAls	207052	Qualitative or quantitative defects of sarcoglycan	Pat
PatAls	207060	Qualitative or quantitative defects of alpha-sarcoglycan	Pat
PatAls	207063	Qualitative or quantitative defects of beta-sarcoglycan	Pat
PatAls	207067	Qualitative or quantitative defects of gamma-sarcoglycan	Pat
PatAls	207070	Qualitative or quantitative defects of delta-sarcoglycan	Pat
PatAls	207073	Dysferlinopathy	Syn
PatAls	207073	Qualitative or quantitative defects of dysferlin	Pat
PatAls	207078	Caveolinopathy	Syn
PatAls	207078	Qualitative or quantitative defects of caveolin-3	Pat
PatAls	207085	Dystrophinopathy	Syn
PatAls	207085	Qualitative or quantitative defects of dystrophin	Pat
PatAls	207090	Qualitative or quantitative defects of collagen 6	Pat
PatAls	207094	Qualitative or quantitative defects of merosin	Pat
PatAls	207098	Integrinopathy	Syn
PatAls	207098	Qualitative or quantitative defects of integrin alpha-7	Pat
PatAls	207101	Qualitative or quantitative defects of perlecan	Pat
PatAls	207104	Qualitative or quantitative defects of calpaïn	Pat
PatAls	207107	Qualitative or quantitative defects of TRIM32	Pat
PatAls	207110	Qualitative or quantitative defects of myotubularin	Pat
PatAls	207113	Qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan	Pat
PatAls	207113	Dystroglycanopathy	Syn
PatAls	207113	Alpha-dystroglycanopathy	Syn
PatAls	207119	Qualitative or quantitative defects of FKRP	Pat
PatAls	207122	Qualitative or quantitative defects of fukutin	Pat
PatAls	208441	Bilateral parasagittal parieto-occipital polymicrogyria	Pat
PatAls	208444	Bilateral frontal polymicrogyria	Pat
PatAls	208447	Bilateral generalised polymicrogyria	Pat
PatAls	208508	ADCA2	Syn
PatAls	208508	Ataxia, cerebellar, autosomal dominant, type 2	Pat
PatAls	208513	SCA29	Syn
PatAls	208513	Spinocerebellar ataxia type 29	Pat
PatAls	208524	Pemphigus herpetiform	Pat
PatAls	208593	Genetic hypoparathyroidism	Pat
PatAls	208596	Genetic hyperparathyroidism	Pat
PatAls	208600	Cardiac papillary fibroelastoma	Syn
PatAls	208600	Papillary fibroelastoma of the heart	Pat
PatAls	208650	CAPS	Syn
PatAls	208650	Cryopyrin-associated periodic syndrome	Pat
PatAls	208974	CADP	Syn
PatAls	208974	Chronic acquired demyelinating polyneuropathy	Pat
PatAls	208978	Chronic polyradiculoneuropathy	Pat
PatAls	208981	Polyradiculoneuropathy associated with IgG/IgA/IgM monoclonal gammapathy without known antibodies	Pat
PatAls	208984	Acquired sensory neuronopathy	Syn
PatAls	208984	Acquired sensory ganglionopathy	Pat
PatAls	208989	Non-paraneoplastic sensory neuronopathy	Syn
PatAls	208989	Non-paraneoplastic sensory ganglionopathy	Pat
PatAls	208999	Paraneoplastic sensory neuronopathy	Syn
PatAls	208999	Paraneoplastic sensory ganglionopathy	Pat
PatAls	209004	Axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammapathy	Pat
PatAls	209007	Systemic inflammatory disease associated with an acquired peripheral neuropathy	Pat
PatAls	209010	Peripheral neuropathy associated with monoclonal gammapathy	Pat
PatAls	209013	Acquired amyloid peripheral neuropathy	Pat
PatAls	209016	Hematological disease associated with an acquired peripheral neuropathy	Pat
PatAls	209019	Solid tumor associated with an acquired peripheral neuropathy	Pat
PatAls	209024	Qualitative or quantitative defects of protein POMGNT1	Syn
PatAls	209024	Qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase	Pat
PatAls	209027	Qualitative or quantitative defects of protein glycosyltransferase-like	Pat
PatAls	209030	Qualitative or quantitative defects of protein O-mannosyltransferase 1	Pat
PatAls	209033	Qualitative or quantitative defects of protein O-mannosyltransferase 2	Pat
PatAls	209038	Qualitative or quantitative defects of myofibrillar proteins	Pat
PatAls	209041	Qualitative or quantitative defects of desmin	Pat
PatAls	209044	Qualitative or quantitative defects of alphaB-cristallin	Pat
PatAls	209047	Qualitative or quantitative defects of filamin C	Pat
PatAls	209050	Qualitative or quantitative defects of protein ZASP	Pat
PatAls	209053	Qualitative or quantitative defects of titin	Pat
PatAls	209056	Qualitative or quantitative defects of telethonin	Pat
PatAls	209059	Qualitative or quantitative defects of alpha-actin	Pat
PatAls	209182	Qualitative or quantitative defects of nebulin	Pat
PatAls	209185	Qualitative or quantitative defects of beta-myosin heavy chain (MYH7)	Pat
PatAls	209188	Emerinopathy	Syn
PatAls	209188	Qualitative or quantitative defects of emerin	Pat
PatAls	209193	Qualitative or quantitative defects of selenoprotein N1	Pat
PatAls	209196	Qualitative or quantitative defects of plectin	Pat
PatAls	209199	Qualitative or quantitative defects of protein SERCA1	Pat
PatAls	209203	Qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase -	Pat
PatAls	209224	Qualitative or quantitative defects of myotilin	Pat
PatAls	209335	Adult-onset proximal spinal muscular atrophy, autosomal dominant	Pat
PatAls	209341	Kugelberg-Welander disease, autosomal dominant	Syn
PatAls	209341	Juvenile spinal muscular atrophy, autosomal dominant	Syn
PatAls	209341	Childhood-onset proximal spinal muscular atrophy, autosomal dominant	Pat
PatAls	209370	Severe neonatal-onset encephalopathy with microcephaly	Pat
PatAls	209370	Severe congenital encephalopathy due to MECP2 mutation	Syn
PatAls	209867	Autosomal dominant rhegmatogenous retinal detachment	Pat
PatAls	209886	FJHN	Syn
PatAls	209886	Familial nephropathy with gout	Syn
PatAls	209886	Familial juvenile gouty nephropathy	Syn
PatAls	209886	Familial juvenile hyperuricemic nephropathy	Pat
PatAls	209893	Congenital TBG deficiency	Syn
PatAls	209893	Congenital thyroxine-binding globulin deficiency	Pat
PatAls	209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	Pat
PatAls	209905	Choreoathetosis - hypothyroidism - neonatal respiratory distress	Pat
PatAls	209908	Developmental verbal dyspraxia	Syn
PatAls	209908	Speech-language disorder type 1	Pat
PatAls	209908	Speech and language disorder with orofacial dyspraxia	Syn
PatAls	209916	Extraskeletal myxoid chondrosarcoma	Pat
PatAls	209919	Idiopathic copper-associated cirrhosis	Pat
PatAls	209919	Non-Wilsonian hepatic copper toxicosis of infancy and childhood	Syn
PatAls	209932	Cone dystrophy with supernormal rod ERG	Syn
PatAls	209932	Cone dystrophy with supernormal rod response	Pat
PatAls	209932	Cone dystrophy with supernormal rod electroretinogram	Syn
PatAls	209932	Cone dystrophy with supernormal scotopic electroretinogram	Syn
PatAls	209943	IRVAN syndrome	Pat
PatAls	209943	Idiopathic retinal-aneurysms-neuroretinitis syndrome	Syn
PatAls	209951	SPG18	Syn
PatAls	209951	Autosomal recessive spastic paraplegia, type 18	Pat
PatAls	209956	Idiopathic uveal effusion syndrome	Pat
PatAls	209959	Phacoanaphylaxis	Syn
PatAls	209959	Phako-anaphylactic uveitis	Pat
PatAls	209959	Phaco-anaphylactic uveitis	Syn
PatAls	209964	Solitary rectal ulcer syndrome	Pat
PatAls	209967	Episodic ataxia type 6	Pat
PatAls	209970	Episodic ataxia type 7	Pat
PatAls	209973	Benign familial nocturnal alternating hemiplegia of childhood	Pat
PatAls	209973	Benign familial nocturnal alternating hemiplegia in childhood	Syn
PatAls	209978	Alternating hemiplegia	Pat
PatAls	209981	IRIDA syndrome	Pat
PatAls	209981	Iron-refractory iron deficiency anemia	Syn
PatAls	209989	Non-papillary urothelial carcinoma	Syn
PatAls	209989	Non-papillary transitional cell carcinoma of the bladder	Pat
PatAls	210110	Intermediate osteopetrosis	Pat
PatAls	210110	Autosomal recessive intermediate osteopetrosis	Syn
PatAls	210115	DIRA	Syn
PatAls	210115	Interleukin-1 receptor antagonist deficiency	Syn
PatAls	210115	Autoinflammatory disease due to interleukin-1 receptor antagonist deficiency	Pat
PatAls	210122	Congenital alveolar capillary dysplasia	Pat
PatAls	210122	Alveolar capillary dysplasia with misalignment of pulmonary veins	Syn
PatAls	210122	Alveolar capillary dysplasia with misalignment of pulmonary vessels	Syn
PatAls	210128	Encephalopathy due to urocanase deficiency	Pat
PatAls	210133	Leukonychia totalis - acanthosis-nigricans-like lesions - abnormal hair	Pat
PatAls	210136	Pulmonary fibrosis - hepatic hyperplasia - bone marrow hypoplasia	Pat
PatAls	210141	Congenital spastic tetraplegia	Pat
PatAls	210144	Lethal polymalformative syndrome, Boissel type	Pat
PatAls	210159	Hepatocellular carcinoma, adult-onset	Pat
PatAls	210163	Congenital lethal myopathy, Compton-North type	Pat
PatAls	210272	MDD	Syn
PatAls	210272	MdDS	Syn
PatAls	210272	Mal de debarquement	Pat
PatAls	210272	disembarkment syndrome	Syn
PatAls	210272	Sickness of disembarkment	Syn
PatAls	210272	Mal de debarquement syndrome	Syn
PatAls	210548	Macrocephaly-autism syndrome	Pat
PatAls	210566	DYT15	Syn
PatAls	210566	Myoclonic dystonia 15	Pat
PatAls	210571	DYT16	Syn
PatAls	210571	Dystonia 16	Pat
PatAls	210576	Congenital trismus	Syn
PatAls	210576	Congenital temporomandibular joint ankylosis	Pat
PatAls	210581	Temporomandibular joint anomaly	Pat
PatAls	210584	Spindle cell hemangioma	Pat
PatAls	210584	Spindle cell hemangioendothelioma	Syn
PatAls	210592	Giant infantile hemangioma	Pat
PatAls	210595	Arteriovenous malformation of the trunk	Pat
PatAls	210598	Arteriovenous malformation of the limb	Pat
PatAls	211017	SCA30	Syn
PatAls	211017	Spinocerebellar ataxia type 30	Pat
PatAls	211037	Autosomal dominant proximal spinal muscular atrophy	Pat
PatAls	211047	Specific learning disorder	Syn
PatAls	211047	Specific learning disability	Pat
PatAls	211047	Specific learning difficulty	Syn
PatAls	211053	Dysphasia	Syn
PatAls	211053	Specific langage disorder	Pat
PatAls	211062	Hereditary episodic ataxia	Pat
PatAls	211067	Episodic ataxia type 5	Pat
PatAls	211237	Vascular tumor	Pat
PatAls	211240	Genetic vascular anomaly	Pat
PatAls	211243	Vascular malformation	Pat
PatAls	211247	Capillary malformation	Pat
PatAls	211252	Venous malformation	Pat
PatAls	211255	Lymphatic system malformation	Pat
PatAls	211266	Arteriovenous malformation	Pat
PatAls	211277	Hemangiolymphangioma	Syn
PatAls	211277	Complex/combined vascular malformation	Pat
PatAls	213500	Rare ovarian cancer	Pat
PatAls	213500	Rare ovarian malignant tumor	Syn
PatAls	213504	Ovarian adenocarcinoma	Pat
PatAls	213512	Ovarian carcinosarcoma	Syn
PatAls	213512	Malignant mixed epithelial mesenchymal tumor of the ovary	Pat
PatAls	213517	Familial ovarian cancer	Pat
PatAls	213517	Familial ovarian malignant tumor	Syn
PatAls	213524	Hereditary site-specific ovarian cancer syndrome	Pat
PatAls	213528	Rare adenocarcinoma of the breast	Pat
PatAls	213531	Metaplastic carcinoma of the breast	Pat
PatAls	213557	Salivary gland type cancer of the breast	Pat
PatAls	213557	Salivary gland type carcinoma of the breast	Syn
PatAls	213564	Rare uterine cancer	Pat
PatAls	213564	Rare cancer of the uterus	Syn
PatAls	213564	Rare uterine malignant tumor	Syn
PatAls	213564	Rare malignant tumor of the uterus	Syn
PatAls	213569	Rare cancer of the corpus uteri	Pat
PatAls	213569	Rare malignant tumor of the corpus uteri	Syn
PatAls	213574	Rare adenocarcinoma of the corpus uteri	Pat
PatAls	213589	Mixed epithelial and mesenchymal cancer of the corpus uteri	Syn
PatAls	213589	Malignant mixed epithelial and mesenchymal tumor of the corpus uteri	Pat
PatAls	213600	Adenosarcoma of the corpus uteri	Pat
PatAls	213605	Carcinofibroma of the corpus uteri	Pat
PatAls	213610	Mixed müllerian cancer of the corpus uteri	Syn
PatAls	213610	Malignant mixed müllerian tumor of the corpus uteri	Pat
PatAls	213615	Rhabdomyosarcoma of the corpus uteri	Pat
PatAls	213620	Sarcoma of the corpus uteri	Pat
PatAls	213625	Leiomyosarcoma of the corpus uteri	Pat
PatAls	213630	Peripheral neuroectodermal cancer of the corpus uteri	Syn
PatAls	213630	Malignant peripheral neuroectodermal tumor of the corpus uteri	Pat
PatAls	213711	Endometrial stromal sarcoma	Pat
PatAls	213711	Stromal sarcoma of the corpus uteri	Syn
PatAls	213716	Endometrial squamous cell carcinoma	Syn
PatAls	213716	Squamous cell carcinoma of the corpus uteri	Pat
PatAls	213721	Endometrial undifferentiated carcinoma	Syn
PatAls	213721	Undifferentiated carcinoma of the corpus uteri	Pat
PatAls	213726	Endometrial capillary carcinoma	Syn
PatAls	213726	Papillary carcinoma of the corpus uteri	Pat
PatAls	213731	Poorly differentiated endocrine carcinoma of the endometrium	Syn
PatAls	213731	Poorly differentiated endocrine carcinoma of the corpus uteri	Pat
PatAls	213736	Well differentiated endocrine tumor of the endometrium	Syn
PatAls	213736	Well differentiated endocrine tumor of the corpus uteri	Syn
PatAls	213736	Well differentiated endocrine neoplasm of the endometrium	Syn
PatAls	213736	Well differentiated endocrine neoplasm of the corpus uteri	Pat
PatAls	213741	Endometrial adenoid cystic carcinoma	Syn
PatAls	213741	Adenoid cystic carcinoma of the corpus uteri	Pat
PatAls	213746	Endometrial transitional cell carcinoma	Syn
PatAls	213746	Transitional cell carcinoma of the corpus uteri	Pat
PatAls	213751	Germ cell cancer of the corpus uteri	Syn
PatAls	213751	Malignant germ cell tumor of the corpus uteri	Pat
PatAls	213761	Rare cervical cancer	Syn
PatAls	213761	Rare cervical malignant tumor	Syn
PatAls	213761	Rare cancer of the cervix uteri	Pat
PatAls	213761	Rare malignant tumor of the cervix uteri	Syn
PatAls	213767	Rare cervical squamous cell carcinoma	Syn
PatAls	213767	Rare squamous cell carcinoma of the cervix uteri	Pat
PatAls	213772	Cervical adenocarcinoma	Syn
PatAls	213772	Adenocarcinoma of the cervix uteri	Pat
PatAls	213777	Poorly differentiated endocrine cervical carcinoma	Syn
PatAls	213777	Poorly differentiated endocrine carcinoma of the cervix uteri	Pat
PatAls	213782	Cervical malignant mixed epithelial and mesenchymal tumor	Syn
PatAls	213782	Mixed epithelial and mesenchymal cancer of the cervix uteri	Syn
PatAls	213782	Malignant mixed epithelial and mesenchymal tumor of the cervix uteri	Pat
PatAls	213787	Cervical malignant müllerian mixed tumor	Syn
PatAls	213787	Malignant müllerian mixed tumor of the cervix uteri	Pat
PatAls	213792	Cervical adenosarcoma	Syn
PatAls	213792	Adenosarcoma of the cervix uteri	Pat
PatAls	213797	Cervical sarcoma	Syn
PatAls	213797	Sarcoma of the cervix uterus	Pat
PatAls	213797	Cervical malignant mesenchymal tumor	Syn
PatAls	213797	Malignant mesenchymal tumor of the cervix uterus	Syn
PatAls	213802	Cervical rhabdomyosarcoma	Syn
PatAls	213802	Rhabdomyosarcoma of the cervix uteri	Pat
PatAls	213807	Cervical leiomyosarcoma	Syn
PatAls	213807	Leiomyosarcoma of the cervix uteri	Pat
PatAls	213812	Cervical peripheral neuroectodermal cancer	Syn
PatAls	213812	Cervical malignant peripheral neuroectodermal tumor	Syn
PatAls	213812	Peripheral neuroectodermal cancer of the cervix uteri	Syn
PatAls	213812	Malignant peripheral neuroectodermal tumor of the cervix uteri	Pat
PatAls	213817	Cervical papillary carcinoma	Syn
PatAls	213817	Papillary carcinoma of the cervix uteri	Pat
PatAls	213823	Cervical adenoid cystic carcinoma	Syn
PatAls	213823	Adenoid cystic carcinoma of the cervix uteri	Pat
PatAls	213828	Cervical adenoid basal carcinoma	Syn
PatAls	213828	Adenoid basal carcinoma of the cervix uteri	Pat
PatAls	213833	Glassy cell carcinoma of the cervix uteri	Pat
PatAls	213837	Cervical germ cell cancer	Syn
PatAls	213837	Cervical malignant germ cell tumor	Syn
PatAls	213837	Germ cell cancer of the cervix uteri	Syn
PatAls	213837	Malignant germ cell tumor of the cervix uteri	Pat
PatAls	216445	Isolated prelingual genetic deafness	Syn
PatAls	216445	Prelingual nonsyndromic genetic deafness	Pat
PatAls	216452	Isolated postlingual genetic deafness	Syn
PatAls	216452	Postlingual nonsyndromic genetic deafness	Pat
PatAls	216675	TGA	Syn
PatAls	216675	Complete transposition	Syn
PatAls	216675	Transposition of the great vessels	Syn
PatAls	216675	Transposition of the great arteries	Pat
PatAls	216694	Ventriculoarterial and atrioventricular discordance	Syn
PatAls	216694	Congenitally corrected transposition of the great vessels	Syn
PatAls	216694	Congenitally corrected transposition of the great arteries	Pat
PatAls	216718	Isolated congenitally corrected transposition of the great vessels	Syn
PatAls	216718	Isolated congenitally corrected transposition of the great arteries	Pat
PatAls	216729	TGA with cardiac malformation	Syn
PatAls	216729	Congenitally uncorrected transposition of the great vessels with cardiac malformation	Syn
PatAls	216729	Congenitally uncorrected transposition of the great arteries with cardiac malformation	Pat
PatAls	216796	OI type 1	Syn
PatAls	216796	Adair-Dighton syndrome	Syn
PatAls	216796	Van der Hoeve syndrome	Syn
PatAls	216796	Osteogenesis imperfecta type 1	Pat
PatAls	216804	OI type 2	Syn
